STATELINK,CITYLINK,TYPE,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
CALIFORNIA,ADELANTO,AUTO THEFTS,88,96,102,90,116,149,,,,,,
CALIFORNIA,ADELANTO,ROBBERIES,13,15,29,11,23,35,,,,,,
CALIFORNIA,ADELANTO,ARSON,0,9,13,9,15,7,,,,,,
CALIFORNIA,ADELANTO,THEFTS,80,197,177,202,260,305,,,,,,
MICHIGAN,ADRIAN,ARSON,6,8,4,6,12,6,4,3,3,,6,
MICHIGAN,ADRIAN,BURGLARIES,140,130,128,149,175,154,176,149,150,,168,
MICHIGAN,ADRIAN,ROBBERIES,16,16,10,24,11,20,14,13,16,,10,
MICHIGAN,ADRIAN,THEFTS,778,793,809,684,722,630,638,601,505,,491,
MICHIGAN,ADRIAN,ASSAULTS,80,56,74,90,50,88,72,50,76,,58,
MICHIGAN,ADRIAN,AUTO THEFTS,63,53,39,29,50,51,20,26,28,,20,
MICHIGAN,ADRIAN,RAPES,13,24,16,25,26,36,37,31,32,,35,
MICHIGAN,ADRIAN,MURDERS,0,1,0,1,0,1,0,2,0,,0,
MISSOURI,ADRIAN,RAPES,,0,0,0,0,1,0,0,0,0,0,0
MISSOURI,ADRIAN,AUTO THEFTS,,1,3,1,4,2,1,1,3,1,2,4
MISSOURI,ADRIAN,BURGLARIES,,1,5,4,3,3,2,6,5,5,12,18
MISSOURI,ADRIAN,THEFTS,,8,2,13,1,7,2,19,26,30,30,31
MISSOURI,ADRIAN,ROBBERIES,,0,0,0,0,1,1,0,0,1,1,0
MISSOURI,ADRIAN,ARSON,,0,0,0,1,1,0,1,0,2,3,0
MISSOURI,ADRIAN,MURDERS,,0,0,0,0,0,0,0,0,0,0,0
MISSOURI,ADRIAN,ASSAULTS,,0,1,1,11,0,2,5,5,8,8,8
MISSOURI,ADVANCE,THEFTS,,22,16,13,19,9,3,10,11,8,8,23
MISSOURI,ADVANCE,AUTO THEFTS,,0,0,1,0,0,0,2,2,0,0,0
MISSOURI,ADVANCE,MURDERS,,0,0,0,0,1,0,0,0,0,0,0
MISSOURI,ADVANCE,BURGLARIES,,6,5,2,2,2,4,6,3,5,4,2
MISSOURI,ADVANCE,ASSAULTS,,5,5,1,0,1,0,0,0,0,5,0
MISSOURI,ADVANCE,ROBBERIES,,0,0,0,1,0,0,0,0,0,0,0
MISSOURI,ADVANCE,ARSON,,0,0,0,0,0,0,0,0,0,0,1
MISSOURI,ADVANCE,RAPES,,0,0,0,0,0,0,0,1,0,0,0
MASSACHUSETTS,AGAWAM,THEFTS,340,297,279,310,239,225,248,206,181,155,114,140
MASSACHUSETTS,AGAWAM,BURGLARIES,224,385,291,267,206,172,138,80,69,75,55,108
MASSACHUSETTS,AGAWAM,ARSON,8,5,6,1,4,6,3,5,2,7,5,0
MASSACHUSETTS,AGAWAM,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
MASSACHUSETTS,AGAWAM,AUTO THEFTS,73,80,70,56,76,44,42,39,33,30,30,24
MASSACHUSETTS,AGAWAM,ROBBERIES,3,7,3,7,4,4,8,7,9,5,3,5
MASSACHUSETTS,AGAWAM,ASSAULTS,70,70,30,47,34,35,29,30,48,36,33,24
MASSACHUSETTS,AGAWAM,RAPES,9,4,10,6,5,4,4,6,4,6,5,5
CALIFORNIA,AGOURA HILLS,ARSON,5,2,6,5,2,3,6,0,6,0,1,1
CALIFORNIA,AGOURA HILLS,ASSAULTS,35,18,47,32,31,31,37,32,19,15,11,9
CALIFORNIA,AGOURA HILLS,ROBBERIES,3,11,9,6,9,7,9,9,6,1,3,1
CALIFORNIA,AGOURA HILLS,AUTO THEFTS,17,36,25,33,24,23,18,23,11,8,13,16
CALIFORNIA,AGOURA HILLS,MURDERS,0,0,0,1,0,0,0,0,0,0,0,0
CALIFORNIA,AGOURA HILLS,RAPES,4,6,4,4,7,3,3,2,2,2,1,2
CALIFORNIA,AGOURA HILLS,THEFTS,158,171,209,210,230,229,254,257,192,173,168,158
CALIFORNIA,AGOURA HILLS,BURGLARIES,84,114,75,102,83,86,76,96,105,59,74,62
OKLAHOMA,AGRA,ROBBERIES,0,0,0,0,0,0,,,,,,
OKLAHOMA,AGRA,ASSAULTS,0,0,0,0,0,0,,,,,,
OKLAHOMA,AGRA,MURDERS,0,0,0,0,0,0,,,,,,
OKLAHOMA,AGRA,THEFTS,1,3,0,0,0,0,,,,,,
OKLAHOMA,AGRA,RAPES,0,0,0,0,0,0,,,,,,
OKLAHOMA,AGRA,BURGLARIES,1,1,0,0,0,0,,,,,,
OKLAHOMA,AGRA,ARSON,1,0,0,0,0,0,,,,,,
OKLAHOMA,AGRA,AUTO THEFTS,0,0,0,0,0,0,,,,,,
NORTH CAROLINA,AHOSKIE,ROBBERIES,7,13,,10,,7,4,,13,6,8,7
NORTH CAROLINA,AHOSKIE,AUTO THEFTS,9,23,,12,,8,8,,9,4,5,9
NORTH CAROLINA,AHOSKIE,MURDERS,0,1,,3,,1,0,,2,1,1,2
NORTH CAROLINA,AHOSKIE,THEFTS,339,291,,393,,166,215,,199,147,196,186
NORTH CAROLINA,AHOSKIE,ARSON,2,0,,1,,3,2,,3,1,1,6
NORTH CAROLINA,AHOSKIE,BURGLARIES,116,111,,131,,54,80,,114,90,95,64
NORTH CAROLINA,AHOSKIE,ASSAULTS,31,31,,20,,29,24,,23,22,21,34
NORTH CAROLINA,AHOSKIE,RAPES,1,2,,6,,0,1,,4,3,4,1
SOUTH CAROLINA,AIKEN,ARSON,4,3,2,6,5,2,1,3,0,0,4,1
SOUTH CAROLINA,AIKEN,ROBBERIES,23,23,29,33,23,31,26,49,45,38,36,40
SOUTH CAROLINA,AIKEN,MURDERS,1,4,0,2,1,1,2,1,1,4,2,7
SOUTH CAROLINA,AIKEN,ASSAULTS,70,64,38,59,75,108,118,98,74,64,66,58
SOUTH CAROLINA,AIKEN,BURGLARIES,170,163,146,172,192,205,227,219,212,167,171,246
SOUTH CAROLINA,AIKEN,RAPES,7,9,8,5,6,8,13,9,8,6,12,7
SOUTH CAROLINA,AIKEN,THEFTS,925,"1,018",933,"1,092","1,102",958,987,"1,085",953,979,"1,067","1,290"
SOUTH CAROLINA,AIKEN,AUTO THEFTS,63,53,62,66,62,76,70,73,51,45,49,78
PENNSYLVANIA,AKRON,AUTO THEFTS,1,0,1,4,5,5,0,0,1,2,2,2
PENNSYLVANIA,AKRON,ROBBERIES,0,1,0,0,0,0,1,0,0,0,0,2
PENNSYLVANIA,AKRON,THEFTS,28,20,28,27,22,31,31,35,35,22,23,31
PENNSYLVANIA,AKRON,BURGLARIES,2,8,10,13,5,8,4,4,10,6,5,3
PENNSYLVANIA,AKRON,ARSON,0,0,0,0,0,2,0,2,0,0,0,0
PENNSYLVANIA,AKRON,ASSAULTS,2,0,2,0,0,1,1,0,0,4,2,6
PENNSYLVANIA,AKRON,RAPES,0,0,0,1,0,0,0,2,0,0,0,0
PENNSYLVANIA,AKRON,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
OHIO,AKRON,MURDERS,,19,16,13,27,,22,17,20,22,27,24
OHIO,AKRON,THEFTS,,"7,383","7,779","7,915","7,253",,"5,973","6,001","5,763","5,855","5,790","5,884"
OHIO,AKRON,BURGLARIES,,"3,069","3,177","3,248","3,409",,"3,319","3,770","3,759","4,247","4,268","3,429"
OHIO,AKRON,ROBBERIES,,655,623,605,625,,730,801,727,602,718,577
OHIO,AKRON,ARSON,,112,92,84,92,,110,109,107,106,95,103
OHIO,AKRON,ASSAULTS,,361,443,450,430,,641,912,980,882,869,991
OHIO,AKRON,RAPES,,156,206,175,183,,174,167,189,159,165,167
OHIO,AKRON,AUTO THEFTS,,"1,458","1,216","1,523","1,378",,"1,202",950,963,749,806,721
NEW YORK,AKRON,AUTO THEFTS,3,4,2,1,0,4,0,0,0,0,0,1
NEW YORK,AKRON,ROBBERIES,0,1,1,1,0,0,0,0,0,0,1,1
NEW YORK,AKRON,BURGLARIES,8,5,10,1,4,5,3,4,4,7,4,4
NEW YORK,AKRON,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
NEW YORK,AKRON,THEFTS,16,9,21,27,15,21,26,44,37,30,19,20
NEW YORK,AKRON,ASSAULTS,14,8,8,8,6,3,2,3,4,2,2,2
NEW YORK,AKRON,ARSON,0,,,,,0,1,0,0,0,0,0
NEW YORK,AKRON,RAPES,1,0,0,0,1,0,0,0,0,0,0,0
ALABAMA,ALABASTER,BURGLARIES,23,15,23,,,39,68,,82,22,86,65
ALABAMA,ALABASTER,ARSON,,,0,,,,,,,,1,
ALABAMA,ALABASTER,ROBBERIES,11,10,3,,,8,18,,12,7,10,6
ALABAMA,ALABASTER,AUTO THEFTS,19,14,19,,,50,46,,31,35,29,33
ALABAMA,ALABASTER,MURDERS,2,1,0,,,0,1,,0,0,2,0
ALABAMA,ALABASTER,ASSAULTS,15,12,18,,,19,14,,27,26,46,41
ALABAMA,ALABASTER,RAPES,1,0,2,,,0,0,,2,0,1,2
ALABAMA,ALABASTER,THEFTS,175,90,160,,,561,545,,522,458,541,585
FLORIDA,ALACHUA,BURGLARIES,113,81,83,67,51,89,80,,,,,
FLORIDA,ALACHUA,AUTO THEFTS,41,45,40,28,35,33,26,,,,,
FLORIDA,ALACHUA,MURDERS,0,0,0,0,0,0,1,,,,,
FLORIDA,ALACHUA,THEFTS,299,273,290,238,221,285,306,,,,,
FLORIDA,ALACHUA,ROBBERIES,10,7,10,2,3,11,10,,,,,
FLORIDA,ALACHUA,RAPES,1,1,1,2,1,1,3,,,,,
FLORIDA,ALACHUA,ARSON,0,1,5,1,1,5,1,,,,,
FLORIDA,ALACHUA,ASSAULTS,54,47,53,31,51,69,54,,,,,
CALIFORNIA,ALAMEDA,ARSON,24,21,35,15,21,9,17,9,12,10,15,18
CALIFORNIA,ALAMEDA,THEFTS,"1,927","1,884","2,024","1,522","1,285","1,297","1,427","1,278","1,390","1,360","1,323","1,301"
CALIFORNIA,ALAMEDA,AUTO THEFTS,328,337,324,333,307,292,245,272,240,215,260,295
CALIFORNIA,ALAMEDA,ROBBERIES,94,90,135,89,88,81,106,107,87,74,94,80
CALIFORNIA,ALAMEDA,ASSAULTS,264,198,190,240,133,131,88,92,95,83,97,70
CALIFORNIA,ALAMEDA,MURDERS,2,2,0,1,0,2,2,2,4,1,1,1
CALIFORNIA,ALAMEDA,BURGLARIES,436,408,381,376,367,323,304,325,325,389,315,296
CALIFORNIA,ALAMEDA,RAPES,6,9,7,12,11,7,9,9,13,15,15,9
GEORGIA,ALAMO,THEFTS,,,,,,,,,19,20,19,
GEORGIA,ALAMO,ARSON,,,,,,,,,0,0,0,
GEORGIA,ALAMO,MURDERS,,,,,,,,,0,0,0,
GEORGIA,ALAMO,RAPES,,,,,,,,,0,0,0,
GEORGIA,ALAMO,ASSAULTS,,,,,,,,,7,1,3,
GEORGIA,ALAMO,AUTO THEFTS,,,,,,,,,0,1,3,
GEORGIA,ALAMO,ROBBERIES,,,,,,,,,1,0,0,
GEORGIA,ALAMO,BURGLARIES,,,,,,,,,4,11,3,
TEXAS,ALAMO,MURDERS,2,0,1,0,0,0,0,0,1,0,3,0
TEXAS,ALAMO,ROBBERIES,4,17,13,27,14,17,9,18,24,18,19,10
TEXAS,ALAMO,THEFTS,678,736,818,"1,164","1,117",887,842,886,"1,057","1,057","1,141","1,147"
TEXAS,ALAMO,AUTO THEFTS,42,54,69,74,92,98,78,101,123,145,78,81
TEXAS,ALAMO,RAPES,0,0,0,0,0,0,0,9,15,13,10,11
TEXAS,ALAMO,ASSAULTS,23,31,27,50,46,50,46,71,93,123,132,161
TEXAS,ALAMO,BURGLARIES,113,104,86,106,136,113,105,159,264,239,190,264
TEXAS,ALAMO,ARSON,2,3,7,3,3,6,9,4,5,9,4,1
TEXAS,ALAMO HEIGHTS,ROBBERIES,2,10,5,3,1,9,5,6,1,4,2,4
TEXAS,ALAMO HEIGHTS,ASSAULTS,1,1,3,4,2,4,12,3,6,2,1,4
TEXAS,ALAMO HEIGHTS,AUTO THEFTS,8,9,11,10,6,8,4,8,7,5,2,8
TEXAS,ALAMO HEIGHTS,BURGLARIES,38,58,62,60,26,42,52,41,40,49,29,34
TEXAS,ALAMO HEIGHTS,ARSON,0,1,1,0,0,0,0,2,1,0,0,0
TEXAS,ALAMO HEIGHTS,RAPES,1,0,3,0,0,0,0,2,0,3,1,6
TEXAS,ALAMO HEIGHTS,THEFTS,304,240,276,253,240,208,256,249,222,176,190,198
TEXAS,ALAMO HEIGHTS,MURDERS,0,0,0,1,0,0,0,0,0,0,0,0
TENNESSEE,ALAMO,ASSAULTS,11,17,13,3,19,2,9,7,,7,10,14
TENNESSEE,ALAMO,BURGLARIES,6,26,25,11,12,17,11,18,,11,12,12
TENNESSEE,ALAMO,ROBBERIES,0,5,3,4,2,0,0,2,,3,2,1
TENNESSEE,ALAMO,THEFTS,26,41,40,16,31,21,33,25,,25,30,42
TENNESSEE,ALAMO,AUTO THEFTS,4,5,1,3,3,2,4,0,,2,2,3
TENNESSEE,ALAMO,ARSON,0,0,1,0,1,0,1,0,,0,0,0
TENNESSEE,ALAMO,MURDERS,0,0,1,0,0,0,0,0,,1,0,0
TENNESSEE,ALAMO,RAPES,0,1,1,0,1,0,0,1,,0,0,4
COLORADO,ALAMOSA,ROBBERIES,2,5,3,4,5,6,16,5,2,18,5,
COLORADO,ALAMOSA,AUTO THEFTS,18,12,21,22,17,18,11,11,13,10,10,
COLORADO,ALAMOSA,RAPES,6,8,7,2,5,6,11,7,6,9,11,
COLORADO,ALAMOSA,BURGLARIES,45,47,68,83,55,73,79,72,65,76,92,
COLORADO,ALAMOSA,MURDERS,0,1,0,0,0,0,1,1,2,0,1,
COLORADO,ALAMOSA,THEFTS,307,296,290,356,245,447,475,359,418,428,477,
COLORADO,ALAMOSA,ARSON,3,7,0,1,0,0,3,7,5,2,4,
COLORADO,ALAMOSA,ASSAULTS,40,50,54,90,73,50,29,47,22,37,26,
GEORGIA,ALAPAHA,ARSON,,0,,,,,,,,,0,1
GEORGIA,ALAPAHA,THEFTS,,0,,,,,,,,,3,11
GEORGIA,ALAPAHA,RAPES,,0,,,,,,,,,0,0
GEORGIA,ALAPAHA,ASSAULTS,,0,,,,,,,,,7,1
GEORGIA,ALAPAHA,AUTO THEFTS,,0,,,,,,,,,1,0
GEORGIA,ALAPAHA,ROBBERIES,,1,,,,,,,,,1,0
GEORGIA,ALAPAHA,BURGLARIES,,0,,,,,,,,,3,4
GEORGIA,ALAPAHA,MURDERS,,0,,,,,,,,,0,0
CALIFORNIA,ALBANY,ROBBERIES,33,41,44,29,36,40,33,30,36,24,26,26
CALIFORNIA,ALBANY,MURDERS,0,0,0,1,0,0,0,0,0,0,0,0
CALIFORNIA,ALBANY,RAPES,3,3,6,3,1,4,3,3,1,5,4,2
CALIFORNIA,ALBANY,BURGLARIES,150,154,172,130,136,134,173,88,112,95,85,116
CALIFORNIA,ALBANY,AUTO THEFTS,114,133,163,142,143,123,129,127,107,95,53,75
CALIFORNIA,ALBANY,THEFTS,511,496,529,446,497,539,474,435,381,392,338,346
CALIFORNIA,ALBANY,ASSAULTS,26,4,17,9,18,10,9,17,8,8,7,7
CALIFORNIA,ALBANY,ARSON,5,3,7,8,3,5,3,0,17,4,2,4
GEORGIA,ALBANY,AUTO THEFTS,335,300,401,349,329,399,368,,289,300,213,224
GEORGIA,ALBANY,BURGLARIES,"1,322","1,297","1,280","1,576","1,704","1,645","1,519",,"1,451","1,629","1,332","1,408"
GEORGIA,ALBANY,ASSAULTS,279,238,233,250,252,271,388,,536,480,414,558
GEORGIA,ALBANY,MURDERS,7,7,6,5,8,8,12,,8,11,13,4
GEORGIA,ALBANY,ARSON,,19,23,14,21,,,,14,15,14,13
GEORGIA,ALBANY,ROBBERIES,213,220,261,217,216,243,205,,221,203,176,224
GEORGIA,ALBANY,RAPES,37,49,37,51,40,31,32,,47,28,37,27
GEORGIA,ALBANY,THEFTS,"2,909","3,319","2,967","3,375","2,958","3,235","3,616",,"3,048","3,108","3,174","3,369"
KENTUCKY,ALBANY,MURDERS,,,,0,0,0,0,0,0,,0,
KENTUCKY,ALBANY,RAPES,,,,0,0,0,0,0,0,,0,
KENTUCKY,ALBANY,ROBBERIES,,,,0,1,0,0,0,0,,0,
KENTUCKY,ALBANY,BURGLARIES,,,,8,5,4,3,6,1,,4,
KENTUCKY,ALBANY,AUTO THEFTS,,,,1,1,0,1,0,0,,0,
KENTUCKY,ALBANY,ARSON,,,,,0,0,0,,0,,0,
KENTUCKY,ALBANY,THEFTS,,,,11,7,1,9,8,7,,6,
KENTUCKY,ALBANY,ASSAULTS,,,,2,1,0,2,4,0,,1,
MINNESOTA,ALBANY,ASSAULTS,,,,0,0,0,0,1,,4,1,0
MINNESOTA,ALBANY,ARSON,,,,0,0,0,0,0,,0,0,1
MINNESOTA,ALBANY,THEFTS,,,,0,0,9,6,8,,17,10,24
MINNESOTA,ALBANY,ROBBERIES,,,,0,0,0,0,0,,0,0,0
MINNESOTA,ALBANY,RAPES,,,,0,0,,,,,,,
MINNESOTA,ALBANY,MURDERS,,,,0,0,0,0,0,,0,0,0
MINNESOTA,ALBANY,AUTO THEFTS,,,,0,0,0,0,1,,2,1,0
MINNESOTA,ALBANY,BURGLARIES,,,,0,0,0,1,1,,7,5,2
NEW YORK,ALBANY,AUTO THEFTS,546,,414,467,369,241,286,225,239,229,202,154
NEW YORK,ALBANY,THEFTS,"3,860",,"3,274","3,825","3,186","3,521","2,998","3,153","3,149","3,488","3,514","3,299"
NEW YORK,ALBANY,MURDERS,6,,8,10,8,5,3,9,9,2,4,4
NEW YORK,ALBANY,ARSON,32,,44,,,,15,25,9,16,12,
NEW YORK,ALBANY,BURGLARIES,"1,563",,"1,302","1,294","1,328","1,058",965,"1,027",876,926,895,887
NEW YORK,ALBANY,ROBBERIES,432,,383,394,439,388,376,361,327,316,320,249
NEW YORK,ALBANY,RAPES,57,,33,53,68,50,45,48,49,42,33,43
NEW YORK,ALBANY,ASSAULTS,818,,736,674,760,774,704,615,622,621,582,506
OREGON,ALBANY,THEFTS,"2,759","2,230","3,178","3,014","2,446","2,192","1,867","1,532","1,629","1,023","1,083","1,262"
OREGON,ALBANY,ROBBERIES,34,37,34,40,22,25,33,29,35,26,9,23
OREGON,ALBANY,MURDERS,1,0,0,1,0,1,1,0,0,0,1,0
OREGON,ALBANY,ARSON,17,8,13,7,14,20,33,9,16,25,10,10
OREGON,ALBANY,BURGLARIES,407,288,518,454,337,297,233,157,155,204,262,224
OREGON,ALBANY,ASSAULTS,45,26,33,29,33,13,15,25,24,48,17,11
OREGON,ALBANY,AUTO THEFTS,219,192,348,305,331,216,136,114,76,60,94,94
OREGON,ALBANY,RAPES,6,10,10,8,8,1,6,11,10,12,17,10
ILLINOIS,ALBANY,AUTO THEFTS,1,0,0,0,0,0,0,0,0,,1,0
ILLINOIS,ALBANY,RAPES,1,0,0,1,0,0,0,0,0,0,,0
ILLINOIS,ALBANY,THEFTS,3,1,1,7,8,7,5,13,9,9,,12
ILLINOIS,ALBANY,BURGLARIES,5,0,0,9,0,0,2,1,4,14,,0
ILLINOIS,ALBANY,ASSAULTS,2,0,0,0,0,0,0,0,0,0,,0
ILLINOIS,ALBANY,ROBBERIES,0,0,0,0,0,0,0,0,0,0,,0
ILLINOIS,ALBANY,MURDERS,0,0,0,0,0,0,0,0,0,0,,0
ILLINOIS,ALBANY,ARSON,0,0,0,0,0,0,0,0,0,0,,0
WISCONSIN,ALBANY,ARSON,,,,,,0,0,0,0,1,0,0
WISCONSIN,ALBANY,THEFTS,,,,,,14,29,20,21,20,18,20
WISCONSIN,ALBANY,BURGLARIES,,,,,,2,3,3,3,1,3,3
WISCONSIN,ALBANY,ROBBERIES,,,,,,0,0,0,1,0,0,0
WISCONSIN,ALBANY,ASSAULTS,,,,,,1,4,7,6,2,5,5
WISCONSIN,ALBANY,MURDERS,,,,,,0,0,0,0,0,0,0
WISCONSIN,ALBANY,AUTO THEFTS,,,,,,1,1,0,1,0,1,1
WISCONSIN,ALBANY,RAPES,,,,,,1,0,0,0,1,0,0
NORTH CAROLINA,ALBEMARLE,AUTO THEFTS,117,93,46,45,61,45,67,66,78,48,44,34
NORTH CAROLINA,ALBEMARLE,MURDERS,0,5,1,0,1,3,1,1,4,0,2,0
NORTH CAROLINA,ALBEMARLE,ASSAULTS,49,79,66,71,73,78,95,74,63,49,49,59
NORTH CAROLINA,ALBEMARLE,ROBBERIES,32,45,19,26,29,31,34,39,26,14,37,19
NORTH CAROLINA,ALBEMARLE,RAPES,1,6,4,4,8,6,13,7,6,4,2,8
NORTH CAROLINA,ALBEMARLE,ARSON,10,9,15,12,8,9,15,14,8,6,5,13
NORTH CAROLINA,ALBEMARLE,THEFTS,663,725,648,670,609,786,837,761,691,527,504,615
NORTH CAROLINA,ALBEMARLE,BURGLARIES,553,290,281,283,210,209,309,287,253,220,244,297
ILLINOIS,ALBERS,RAPES,0,1,1,0,0,0,0,0,0,0,0,0
ILLINOIS,ALBERS,ASSAULTS,0,0,0,0,6,1,0,0,0,0,0,0
ILLINOIS,ALBERS,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
ILLINOIS,ALBERS,AUTO THEFTS,1,0,0,0,0,1,0,0,0,0,0,0
ILLINOIS,ALBERS,ROBBERIES,0,0,0,0,0,0,0,0,0,4,0,0
ILLINOIS,ALBERS,ARSON,0,0,0,0,0,0,0,0,0,0,0,0
ILLINOIS,ALBERS,THEFTS,6,6,6,8,12,1,3,6,6,5,3,1
ILLINOIS,ALBERS,BURGLARIES,6,5,5,1,2,1,1,1,5,0,0,1
MINNESOTA,ALBERT LEA,AUTO THEFTS,28,27,28,22,18,25,27,13,18,23,15,14
MINNESOTA,ALBERT LEA,THEFTS,379,456,382,395,394,402,335,313,335,321,389,425
MINNESOTA,ALBERT LEA,ARSON,2,0,0,3,1,1,0,1,0,1,2,6
MINNESOTA,ALBERT LEA,ASSAULTS,24,15,32,15,16,25,19,22,24,25,24,25
MINNESOTA,ALBERT LEA,MURDERS,2,0,0,0,1,0,0,0,1,0,0,0
MINNESOTA,ALBERT LEA,BURGLARIES,74,46,38,29,37,46,38,41,33,66,50,55
MINNESOTA,ALBERT LEA,ROBBERIES,3,3,4,1,1,2,1,7,4,5,1,1
MINNESOTA,ALBERT LEA,RAPES,1,1,1,1,3,,,,,,,
ALABAMA,ALBERTVILLE,BURGLARIES,,293,,143,,,,,233,346,247,
ALABAMA,ALBERTVILLE,THEFTS,,565,517,520,,,,,659,710,616,
ALABAMA,ALBERTVILLE,ARSON,,,,,,,,,,,0,
ALABAMA,ALBERTVILLE,ROBBERIES,,6,8,11,,,,,12,13,5,
ALABAMA,ALBERTVILLE,ASSAULTS,,55,36,48,,,,,59,62,31,
ALABAMA,ALBERTVILLE,MURDERS,,0,1,0,,,,,0,0,0,
ALABAMA,ALBERTVILLE,RAPES,,9,9,10,,,,,11,6,7,
ALABAMA,ALBERTVILLE,AUTO THEFTS,,45,69,44,,,,,36,56,54,
IOWA,ALBIA,ASSAULTS,,23,18,,15,9,5,,11,3,6,12
IOWA,ALBIA,RAPES,,0,0,,2,0,1,,0,1,1,0
IOWA,ALBIA,ARSON,,0,0,,0,2,1,,0,0,1,0
IOWA,ALBIA,MURDERS,,0,0,,0,0,1,,0,0,0,0
IOWA,ALBIA,BURGLARIES,,19,18,,11,11,8,,16,13,9,21
IOWA,ALBIA,THEFTS,,50,67,,46,53,37,,28,55,55,55
IOWA,ALBIA,ROBBERIES,,0,0,,0,0,0,,0,0,0,0
IOWA,ALBIA,AUTO THEFTS,,3,3,,5,3,4,,3,1,2,2
PENNSYLVANIA,ALBION,ARSON,0,,,,,1,,,0,,,0
PENNSYLVANIA,ALBION,ROBBERIES,0,,,,,0,,,0,,,0
PENNSYLVANIA,ALBION,BURGLARIES,7,,,,,9,,,4,,,2
PENNSYLVANIA,ALBION,MURDERS,0,,,,,0,,,0,,,0
PENNSYLVANIA,ALBION,ASSAULTS,2,,,,,1,,,2,,,3
PENNSYLVANIA,ALBION,RAPES,0,,,,,0,,,0,,,2
PENNSYLVANIA,ALBION,AUTO THEFTS,1,,,,,1,,,0,,,2
PENNSYLVANIA,ALBION,THEFTS,4,,,,,10,,,9,,,8
ILLINOIS,ALBION,AUTO THEFTS,1,0,0,3,2,0,1,1,5,0,0,1
ILLINOIS,ALBION,BURGLARIES,7,23,23,4,11,6,15,26,14,17,7,4
ILLINOIS,ALBION,MURDERS,0,0,0,0,0,0,0,0,0,0,0,0
ILLINOIS,ALBION,RAPES,1,0,0,0,1,0,3,1,0,0,0,0
ILLINOIS,ALBION,ASSAULTS,8,4,4,8,6,4,7,16,1,0,0,2
ILLINOIS,ALBION,ARSON,0,0,0,0,0,0,0,0,0,0,0,0
ILLINOIS,ALBION,ROBBERIES,0,0,0,0,0,1,0,0,0,1,1,0
ILLINOIS,ALBION,THEFTS,26,43,43,33,28,25,33,53,51,16,6,12
MICHIGAN,ALBION,MURDERS,0,1,0,1,,0,4,,2,0,3,
MICHIGAN,ALBION,THEFTS,483,466,382,329,,263,275,,226,204,179,
MICHIGAN,ALBION,ARSON,1,1,1,1,,1,4,,4,4,2,
MICHIGAN,ALBION,ASSAULTS,104,129,43,38,,75,72,,46,35,50,
MICHIGAN,ALBION,AUTO THEFTS,23,82,39,31,,6,20,,11,0,1,
MICHIGAN,ALBION,RAPES,6,12,24,9,,7,5,,5,1,3,
MICHIGAN,ALBION,ROBBERIES,18,18,11,7,,19,18,,13,7,10,
MICHIGAN,ALBION,BURGLARIES,103,87,86,78,,96,86,,102,69,88,
INDIANA,ALBION,RAPES,,,,,,0,1,0,0,0,,
INDIANA,ALBION,MURDERS,,,,,,0,0,0,0,0,,
INDIANA,ALBION,ASSAULTS,,,,,,0,0,0,1,1,,
INDIANA,ALBION,AUTO THEFTS,,,,,,0,0,0,0,0,,
INDIANA,ALBION,ROBBERIES,,,,,,0,0,0,0,0,,
INDIANA,ALBION,BURGLARIES,,,,,,1,2,0,0,0,,
INDIANA,ALBION,THEFTS,,,,,,5,0,0,0,1,,
INDIANA,ALBION,ARSON,,,,,,0,0,0,0,0,,
NEW YORK,ALBION,AUTO THEFTS,5,2,6,4,9,8,13,13,18,,12,9
NEW YORK,ALBION,RAPES,1,0,1,1,3,2,1,1,2,,2,1
NEW YORK,ALBION,THEFTS,133,139,127,124,279,315,309,259,306,,194,217
NEW YORK,ALBION,ROBBERIES,4,5,11,4,4,7,7,8,5,,6,3
NEW YORK,ALBION,MURDERS,0,0,0,1,0,0,0,0,0,,1,0
NEW YORK,ALBION,ARSON,0,,,,,1,0,1,2,,0,
NEW YORK,ALBION,ASSAULTS,30,30,22,31,34,21,26,19,22,,22,11
NEW YORK,ALBION,BURGLARIES,40,34,37,54,56,50,75,71,96,,50,56
PENNSYLVANIA,ALBURTIS,ASSAULTS,0,0,3,0,3,3,,5,2,0,1,0
PENNSYLVANIA,ALBURTIS,ROBBERIES,0,0,0,0,0,0,,1,0,0,0,0
PENNSYLVANIA,ALBURTIS,THEFTS,14,14,17,21,21,20,,19,21,20,18,19
PENNSYLVANIA,ALBURTIS,BURGLARIES,1,0,1,2,2,0,,8,8,2,1,1
PENNSYLVANIA,ALBURTIS,AUTO THEFTS,0,0,0,0,0,0,,1,1,0,0,0
PENNSYLVANIA,ALBURTIS,ARSON,0,0,0,0,0,1,,0,0,0,0,0
PENNSYLVANIA,ALBURTIS,RAPES,0,0,1,1,1,0,,0,0,0,0,0
PENNSYLVANIA,ALBURTIS,MURDERS,0,0,0,0,0,0,,0,0,0,0,0
TENNESSEE,ALCOA,ROBBERIES,11,26,16,12,11,21,11,18,13,,22,14
